pl_name,hostname,sy_snum,sy_pnum,sy_mnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
Kepler-139 d,Kepler-139,1,4,0,7.30571223,0.00000178,-0.00000178,0,,,,,,,,,,,,,,,,,5550.00,101.81,-98.23,0,1.10,0.05,-0.04,0,0.98,0.16,-0.08,0,0.270,0.100,-0.100,0,0.016,0.011,-0.018,0,4.35,0.08,-0.06,0
Kepler-139 d,Kepler-139,1,4,0,7.30568500,0.00003400,-0.00003400,0,0.076000,,,0,2.150,0.290,-0.290,0,,,,,0.000000,,,0,5622.00,53.00,-53.00,0,1.18,0.15,-0.15,0,1.08,0.05,-0.05,0,,,,0,,,,,4.33,0.10,-0.10,0
Kepler-139 d,Kepler-139,1,4,0,7.30569992,0.00000911,-0.00000911,0,0.074800,,,0,1.950,0.370,-0.260,0,,,,,0.000000,,,0,5616.00,96.00,-117.00,0,1.20,0.23,-0.16,0,1.04,0.09,-0.07,0,0.400,0.060,-0.180,0,,,,,4.30,0.11,-0.13,0
Kepler-139 d,Kepler-139,1,4,0,7.30569992,,,0,0.075553,,,0,1.695,0.061,-0.061,0,4.65808,2.00176,-2.00176,0,0.000000,,,0,,,,,,,,,1.08,0.03,-0.03,0,,,,,,,,,,,,
Kepler-139 d,Kepler-139,1,4,0,7.30569992,0.00000911,-0.00000911,0,0.074800,,,0,1.950,0.370,-0.260,0,,,,,0.000000,,,0,5616.00,96.00,-117.00,0,1.20,0.23,-0.16,0,1.04,0.09,-0.07,0,0.400,0.060,-0.180,0,,,,,4.30,0.11,-0.13,0
Kepler-139 e,Kepler-139,1,4,0,2047.63537300,65.62378300,-65.62378300,0,3.235796,,,0,,,,,426.11582,42.68704,-42.68704,0,0.013121,0.046302,-0.046302,0,,,,,,,,,1.08,0.03,-0.03,0,,,,,,,,,,,,
Kepler-1542 b,Kepler-1542,1,4,0,3.95116635,0.00001692,-0.00001692,0,,,,0,,,,0,,,,,,,,0,5611.29,93.43,-127.03,0,1.15,0.05,-0.05,0,0.99,0.15,-0.09,0,0.081,0.038,-0.038,0,0.070,0.016,-0.013,0,4.31,0.06,-0.09,0
Kepler-1542 b,Kepler-1542,1,4,0,,,,,,,,,0.926,0.053,-0.054,0,,,,,,,,,5545.00,111.00,-111.00,0,1.18,0.05,-0.05,0,,,,,,,,,,,,,,,,
Kepler-1542 b,Kepler-1542,1,4,0,3.95118639,0.00001486,-0.00001486,0,,,,,,,,,,,,,,,,,5611.29,93.43,-127.03,0,1.15,0.05,-0.05,0,0.99,0.15,-0.09,0,0.081,0.038,-0.038,0,0.070,0.016,-0.013,0,4.31,0.06,-0.09,0
Kepler-1542 b,Kepler-1542,1,4,0,3.95116882,0.00001633,-0.00001633,0,0.046600,,,0,0.950,0.320,-0.220,0,,,,,0.000000,,,0,5731.00,155.00,-135.00,0,1.19,0.41,-0.28,0,0.87,0.14,-0.06,0,-0.240,0.310,-0.240,0,,,,,4.22,0.23,-0.22,0
Kepler-1542 b,Kepler-1542,1,4,0,3.95116882,0.00001633,-0.00001633,0,0.046600,,,0,0.950,0.320,-0.220,0,,,,,0.000000,,,0,5731.00,155.00,-135.00,0,1.19,0.41,-0.28,0,0.87,0.14,-0.06,0,-0.240,0.310,-0.240,0,,,,,4.22,0.23,-0.22,0
Kepler-1542 b,Kepler-1542,1,4,0,3.95116635,0.00001692,-0.00001692,0,0.047900,,,0,0.830,0.130,-0.110,0,,,,,0.000000,,,0,5574.00,111.00,-100.00,0,1.06,0.17,-0.15,0,0.93,0.07,-0.05,0,0.120,0.150,-0.150,0,,,,,4.35,0.13,-0.11,0
Kepler-1542 b,Kepler-1542,1,4,0,3.95116882,0.00001633,-0.00001633,0,,,,,0.760,0.110,-0.080,0,,,,,,,,,5564.00,63.25,-63.29,0,0.99,0.13,-0.09,0,0.94,0.03,-0.03,0,0.060,0.084,-0.078,0,,,,,4.41,0.10,-0.11,0
Kepler-1542 b,Kepler-1542,1,4,0,3.95116882,0.00001633,-0.00001633,0,0.046600,,,0,0.950,0.320,-0.220,0,,,,,0.000000,,,0,5731.00,155.00,-135.00,0,1.19,0.41,-0.28,0,0.87,0.14,-0.06,0,-0.240,0.310,-0.240,0,,,,,4.22,0.23,-0.22,0
Kepler-1542 c,Kepler-1542,1,4,0,2.89223021,0.00001472,-0.00001472,0,0.037900,,,0,0.830,0.280,-0.200,0,,,,,0.000000,,,0,5731.00,155.00,-135.00,0,1.19,0.41,-0.28,0,0.87,0.14,-0.06,0,-0.240,0.310,-0.240,0,,,,,4.22,0.23,-0.22,0
Kepler-1542 c,Kepler-1542,1,4,0,,,,,,,,,0.776,0.057,-0.039,0,,,,,,,,,5545.00,111.00,-111.00,0,1.18,0.05,-0.05,0,,,,,,,,,,,,,,,,
Kepler-1542 c,Kepler-1542,1,4,0,2.89223021,0.00001472,-0.00001472,0,0.037900,,,0,0.830,0.280,-0.200,0,,,,,0.000000,,,0,5731.00,155.00,-135.00,0,1.19,0.41,-0.28,0,0.87,0.14,-0.06,0,-0.240,0.310,-0.240,0,,,,,4.22,0.23,-0.22,0
Kepler-1542 c,Kepler-1542,1,4,0,2.89223998,0.00001616,-0.00001616,0,0.038900,,,0,0.700,0.110,-0.100,0,,,,,0.000000,,,0,5574.00,111.00,-100.00,0,1.06,0.17,-0.15,0,0.93,0.07,-0.05,0,0.120,0.150,-0.150,0,,,,,4.35,0.13,-0.11,0
Kepler-1542 c,Kepler-1542,1,4,0,2.89223998,0.00001616,-0.00001616,0,,,,0,,,,0,,,,,,,,0,5611.29,93.43,-127.03,0,1.15,0.05,-0.05,0,0.99,0.15,-0.09,0,0.081,0.038,-0.038,0,0.070,0.016,-0.013,0,4.31,0.06,-0.09,0
Kepler-1542 c,Kepler-1542,1,4,0,2.89222871,0.00001338,-0.00001338,0,,,,,,,,,,,,,,,,,5611.29,93.43,-127.03,0,1.15,0.05,-0.05,0,0.99,0.15,-0.09,0,0.081,0.038,-0.038,0,0.070,0.016,-0.013,0,4.31,0.06,-0.09,0
Kepler-1542 c,Kepler-1542,1,4,0,2.89223021,0.00001472,-0.00001472,0,0.037900,,,0,0.830,0.280,-0.200,0,,,,,0.000000,,,0,5731.00,155.00,-135.00,0,1.19,0.41,-0.28,0,0.87,0.14,-0.06,0,-0.240,0.310,-0.240,0,,,,,4.22,0.23,-0.22,0
Kepler-1542 c,Kepler-1542,1,4,0,2.89223021,0.00001472,-0.00001472,0,,,,,0.650,0.090,-0.060,0,,,,,,,,,5564.00,63.25,-63.29,0,0.99,0.13,-0.09,0,0.94,0.03,-0.03,0,0.060,0.084,-0.078,0,,,,,4.41,0.10,-0.11,0
Kepler-1542 d,Kepler-1542,1,4,0,5.99273265,0.00002357,-0.00002357,0,,,,0,,,,0,,,,,,,,0,5611.29,93.43,-127.03,0,1.15,0.05,-0.05,0,0.99,0.15,-0.09,0,0.081,0.038,-0.038,0,0.070,0.016,-0.013,0,4.31,0.06,-0.09,0
Kepler-1542 d,Kepler-1542,1,4,0,5.99273738,0.00002260,-0.00002260,0,0.061600,,,0,1.030,0.350,-0.240,0,,,,,0.000000,,,0,5731.00,155.00,-135.00,0,1.19,0.41,-0.28,0,0.87,0.14,-0.06,0,-0.240,0.310,-0.240,0,,,,,4.22,0.23,-0.22,0
Kepler-1542 d,Kepler-1542,1,4,0,5.99273265,0.00002357,-0.00002357,0,0.063200,,,0,0.910,0.140,-0.130,0,,,,,0.000000,,,0,5574.00,111.00,-100.00,0,1.06,0.17,-0.15,0,0.93,0.07,-0.05,0,0.120,0.150,-0.150,0,,,,,4.35,0.13,-0.11,0
Kepler-1542 d,Kepler-1542,1,4,0,5.99273738,0.00002260,-0.00002260,0,0.061600,,,0,1.030,0.350,-0.240,0,,,,,0.000000,,,0,5731.00,155.00,-135.00,0,1.19,0.41,-0.28,0,0.87,0.14,-0.06,0,-0.240,0.310,-0.240,0,,,,,4.22,0.23,-0.22,0
Kepler-1542 d,Kepler-1542,1,4,0,,,,,,,,,1.007,0.046,-0.077,0,,,,,,,,,5545.00,111.00,-111.00,0,1.18,0.05,-0.05,0,,,,,,,,,,,,,,,,
Kepler-1542 d,Kepler-1542,1,4,0,5.99273738,0.00002260,-0.00002260,0,,,,,0.870,0.120,-0.090,0,,,,,,,,,5564.00,63.25,-63.29,0,0.99,0.13,-0.09,0,0.94,0.03,-0.03,0,0.060,0.084,-0.078,0,,,,,4.41,0.10,-0.11,0
Kepler-1542 d,Kepler-1542,1,4,0,5.99218093,0.00001392,-0.00001392,0,,,,,,,,,,,,,,,,,5611.29,93.43,-127.03,0,1.15,0.05,-0.05,0,0.99,0.15,-0.09,0,0.081,0.038,-0.038,0,0.070,0.016,-0.013,0,4.31,0.06,-0.09,0
Kepler-1542 e,Kepler-1542,1,4,0,5.10110666,0.00002355,-0.00002355,0,,,,0,,,,0,,,,,,,,0,5611.29,93.43,-127.03,0,1.15,0.05,-0.05,0,0.99,0.15,-0.09,0,0.081,0.038,-0.038,0,0.070,0.016,-0.013,0,4.31,0.06,-0.09,0
Kepler-1542 e,Kepler-1542,1,4,0,5.10115756,0.00002409,-0.00002409,0,,,,,0.760,0.100,-0.080,0,,,,,,,,,5564.00,63.25,-63.29,0,0.99,0.13,-0.09,0,0.94,0.03,-0.03,0,0.060,0.084,-0.078,0,,,,,4.41,0.10,-0.11,0
Kepler-1542 e,Kepler-1542,1,4,0,5.10115269,0.00001315,-0.00001315,0,,,,,,,,,,,,,,,,,5611.29,93.43,-127.03,0,1.15,0.05,-0.05,0,0.99,0.15,-0.09,0,0.081,0.038,-0.038,0,0.070,0.016,-0.013,0,4.31,0.06,-0.09,0
Kepler-1542 e,Kepler-1542,1,4,0,5.10110666,0.00002355,-0.00002355,0,0.056700,,,0,0.850,0.130,-0.120,0,,,,,0.000000,,,0,5574.00,111.00,-100.00,0,1.06,0.17,-0.15,0,0.93,0.07,-0.05,0,0.120,0.150,-0.150,0,,,,,4.35,0.13,-0.11,0
Kepler-1542 e,Kepler-1542,1,4,0,5.10115756,0.00002409,-0.00002409,0,0.055300,,,0,0.940,0.330,-0.220,0,,,,,0.000000,,,0,5731.00,155.00,-135.00,0,1.19,0.41,-0.28,0,0.87,0.14,-0.06,0,-0.240,0.310,-0.240,0,,,,,4.22,0.23,-0.22,0
Kepler-1542 e,Kepler-1542,1,4,0,,,,,,,,,0.941,0.064,-0.046,0,,,,,,,,,5545.00,111.00,-111.00,0,1.18,0.05,-0.05,0,,,,,,,,,,,,,,,,
Kepler-1542 e,Kepler-1542,1,4,0,5.10115756,0.00002409,-0.00002409,0,0.055300,,,0,0.940,0.330,-0.220,0,,,,,0.000000,,,0,5731.00,155.00,-135.00,0,1.19,0.41,-0.28,0,0.87,0.14,-0.06,0,-0.240,0.310,-0.240,0,,,,,4.22,0.23,-0.22,0
Kepler-164 b,Kepler-164,1,4,0,5.03503000,0.00002700,-0.00002700,0,0.058000,,,0,1.410,0.280,-0.280,0,,,,,,,,,5888.00,113.00,-113.00,0,1.15,0.22,-0.22,0,,,,,,,,,,,,,4.33,0.15,-0.15,0
Kepler-164 b,Kepler-164,1,4,0,5.03506543,0.00001737,-0.00001737,0,0.059000,,,0,1.450,0.780,-0.170,0,,,,,0.000000,,,0,6353.00,158.00,-207.00,0,1.14,0.61,-0.14,0,1.08,0.26,-0.11,0,-0.140,0.210,-0.300,0,,,,,4.36,0.08,-0.31,0
Kepler-164 b,Kepler-164,1,4,0,5.03506543,0.00001737,-0.00001737,0,0.059000,,,0,1.450,0.780,-0.170,0,,,,,0.000000,,,0,6353.00,158.00,-207.00,0,1.14,0.61,-0.14,0,1.08,0.26,-0.11,0,-0.140,0.210,-0.300,0,,,,,4.36,0.08,-0.31,0
Kepler-164 b,Kepler-164,1,4,0,5.03504052,0.00002383,-0.00002383,0,,,,,,,,,,,,,,,,,6095.00,122.00,-122.00,0,1.02,,,0,1.14,,,0,,,,,0.113,,,0,4.48,,,0
Kepler-164 b,Kepler-164,1,4,0,5.03505665,0.00001946,-0.00001946,0,,,,0,,,,0,,,,,,,,0,6095.00,122.00,-122.00,0,1.02,,,0,1.14,,,0,,,,,0.113,,,0,4.48,,,0
Kepler-164 b,Kepler-164,1,4,0,5.03502300,0.00004300,-0.00004300,0,0.060000,,,0,1.480,0.630,-0.630,0,,,,,0.000000,,,0,6361.00,97.00,-97.00,0,1.10,0.46,-0.46,0,1.15,0.12,-0.12,0,,,,0,,,,,4.42,0.30,-0.30,0
Kepler-164 b,Kepler-164,1,4,0,5.03506543,0.00001737,-0.00001737,0,,,,,1.480,0.170,-0.120,0,,,,,,,,,6048.00,73.18,-61.32,0,1.13,0.13,-0.09,0,1.09,0.04,-0.05,0,0.000,0.097,-0.110,0,,,,,4.37,0.06,-0.09,0
Kepler-164 b,Kepler-164,1,4,0,,,,,,,,,1.545,0.073,-0.285,0,,,,,,,,,5923.00,118.00,-118.00,0,1.04,0.05,-0.04,0,,,,,,,,,,,,,,,,
Kepler-164 b,Kepler-164,1,4,0,5.03506543,0.00001737,-0.00001737,0,0.059000,,,0,1.450,0.780,-0.170,0,,,,,0.000000,,,0,6353.00,158.00,-207.00,0,1.14,0.61,-0.14,0,1.08,0.26,-0.11,0,-0.140,0.210,-0.300,0,,,,,4.36,0.08,-0.31,0
Kepler-164 b,Kepler-164,1,4,0,5.03505665,0.00001946,-0.00001946,0,0.056800,,,0,1.630,0.260,-0.220,0,,,,,0.000000,,,0,5888.00,106.00,-117.00,0,1.10,0.18,-0.15,0,0.97,0.07,-0.07,0,-0.100,0.150,-0.150,0,,,,,4.34,0.12,-0.12,0
Kepler-164 c,Kepler-164,1,4,0,10.94577783,0.00002017,-0.00002017,0,0.095400,,,0,2.840,0.460,-0.380,0,,,,,0.000000,,,0,5888.00,106.00,-117.00,0,1.10,0.18,-0.15,0,0.97,0.07,-0.07,0,-0.100,0.150,-0.150,0,,,,,4.34,0.12,-0.12,0
Kepler-164 c,Kepler-164,1,4,0,10.94572300,0.00002900,-0.00002900,0,0.097000,,,0,2.730,0.520,-0.520,0,,,,,,,,,5888.00,113.00,-113.00,0,1.15,0.22,-0.22,0,,,,,,,,,,,,,4.33,0.15,-0.15,0
Kepler-164 c,Kepler-164,1,4,0,10.94577222,0.00001909,-0.00001909,0,,,,,2.720,0.320,-0.210,0,,,,,,,,,6048.00,73.18,-61.32,0,1.13,0.13,-0.09,0,1.09,0.04,-0.05,0,0.000,0.097,-0.110,0,,,,,4.37,0.06,-0.09,0
Kepler-164 c,Kepler-164,1,4,0,10.94572900,0.00004100,-0.00004100,0,0.101000,,,0,2.500,1.100,-1.100,0,,,,,0.000000,,,0,6361.00,97.00,-97.00,0,1.10,0.46,-0.46,0,1.15,0.12,-0.12,0,,,,0,,,,,4.42,0.30,-0.30,0
Kepler-164 c,Kepler-164,1,4,0,10.94575474,0.00000171,-0.00000171,0,,,,,,,,,,,,,,,,,6095.00,122.00,-122.00,0,1.02,,,0,1.14,,,0,,,,,0.113,,,0,4.48,,,0
Kepler-164 c,Kepler-164,1,4,0,,,,,,,,,2.690,0.124,-0.285,0,,,,,,,,,5923.00,118.00,-118.00,0,1.04,0.05,-0.04,0,,,,,,,,,,,,,,,,
Kepler-164 c,Kepler-164,1,4,0,10.94577401,0.00001723,-0.00001723,0,,,,,,,,,,,,,,,,,6095.00,122.00,-122.00,0,1.02,,,0,1.14,,,0,,,,,0.113,,,0,4.48,,,0
Kepler-164 c,Kepler-164,1,4,0,10.94577222,0.00001909,-0.00001909,0,0.099100,,,0,2.690,1.450,-0.310,0,,,,,0.000000,,,0,6353.00,158.00,-207.00,0,1.14,0.61,-0.14,0,1.08,0.26,-0.11,0,-0.140,0.210,-0.300,0,,,,,4.36,0.08,-0.31,0
Kepler-164 c,Kepler-164,1,4,0,10.94577222,0.00001909,-0.00001909,0,0.099100,,,0,2.690,1.450,-0.310,0,,,,,0.000000,,,0,6353.00,158.00,-207.00,0,1.14,0.61,-0.14,0,1.08,0.26,-0.11,0,-0.140,0.210,-0.300,0,,,,,4.36,0.08,-0.31,0
Kepler-164 c,Kepler-164,1,4,0,10.94577783,0.00002017,-0.00002017,0,,,,0,,,,0,,,,,,,,0,6095.00,122.00,-122.00,0,1.02,,,0,1.14,,,0,,,,,0.113,,,0,4.48,,,0
Kepler-164 c,Kepler-164,1,4,0,10.94577222,0.00001909,-0.00001909,0,0.099100,,,0,2.690,1.450,-0.310,0,,,,,0.000000,,,0,6353.00,158.00,-207.00,0,1.14,0.61,-0.14,0,1.08,0.26,-0.11,0,-0.140,0.210,-0.300,0,,,,,4.36,0.08,-0.31,0
Kepler-164 d,Kepler-164,1,4,0,28.98690160,0.00010760,-0.00010760,0,0.182600,,,0,2.700,0.440,-0.360,0,,,,,0.000000,,,0,5888.00,106.00,-117.00,0,1.10,0.18,-0.15,0,0.97,0.07,-0.07,0,-0.100,0.150,-0.150,0,,,,,4.34,0.12,-0.12,0
Kepler-164 d,Kepler-164,1,4,0,28.98683260,0.00010300,-0.00010300,0,,,,,2.470,0.300,-0.190,0,,,,,,,,,6048.00,73.18,-61.32,0,1.13,0.13,-0.09,0,1.09,0.04,-0.05,0,0.000,0.097,-0.110,0,,,,,4.37,0.06,-0.09,0
Kepler-164 d,Kepler-164,1,4,0,28.98683260,0.00010300,-0.00010300,0,0.189700,,,0,2.460,1.310,-0.300,0,,,,,0.000000,,,0,6353.00,158.00,-207.00,0,1.14,0.61,-0.14,0,1.08,0.26,-0.11,0,-0.140,0.210,-0.300,0,,,,,4.36,0.08,-0.31,0
Kepler-164 d,Kepler-164,1,4,0,28.98683260,0.00010300,-0.00010300,0,0.189700,,,0,2.460,1.310,-0.300,0,,,,,0.000000,,,0,6353.00,158.00,-207.00,0,1.14,0.61,-0.14,0,1.08,0.26,-0.11,0,-0.140,0.210,-0.300,0,,,,,4.36,0.08,-0.31,0
Kepler-164 d,Kepler-164,1,4,0,28.98679128,0.00000342,-0.00000342,0,,,,,,,,,,,,,,,,,6095.00,122.00,-122.00,0,1.02,,,0,1.14,,,0,,,,,0.113,,,0,4.48,,,0
Kepler-164 d,Kepler-164,1,4,0,28.98676900,0.00016200,-0.00016200,0,0.187000,,,0,2.450,0.470,-0.470,0,,,,,,,,,5888.00,113.00,-113.00,0,1.15,0.22,-0.22,0,,,,,,,,,,,,,4.33,0.15,-0.15,0
Kepler-164 d,Kepler-164,1,4,0,28.98671115,0.00008668,-0.00008668,0,,,,,,,,,,,,,,,,,6095.00,122.00,-122.00,0,1.02,,,0,1.14,,,0,,,,,0.113,,,0,4.48,,,0
Kepler-164 d,Kepler-164,1,4,0,28.98690160,0.00010760,-0.00010760,0,,,,0,,,,0,,,,,,,,0,6095.00,122.00,-122.00,0,1.02,,,0,1.14,,,0,,,,,0.113,,,0,4.48,,,0
Kepler-164 d,Kepler-164,1,4,0,,,,,,,,,2.564,0.189,-0.334,0,,,,,,,,,5923.00,118.00,-118.00,0,1.04,0.05,-0.04,0,,,,,,,,,,,,,,,,
Kepler-164 d,Kepler-164,1,4,0,28.98683260,0.00010300,-0.00010300,0,0.189700,,,0,2.460,1.310,-0.300,0,,,,,0.000000,,,0,6353.00,158.00,-207.00,0,1.14,0.61,-0.14,0,1.08,0.26,-0.11,0,-0.140,0.210,-0.300,0,,,,,4.36,0.08,-0.31,0
Kepler-164 d,Kepler-164,1,4,0,28.98687000,0.00019000,-0.00019000,0,0.194000,,,0,2.500,1.000,-1.000,0,,,,,0.000000,,,0,6361.00,97.00,-97.00,0,1.10,0.46,-0.46,0,1.15,0.12,-0.12,0,,,,0,,,,,4.42,0.30,-0.30,0
Kepler-164 e,Kepler-164,1,4,0,94.88690200,0.00121600,-0.00121600,0,0.402500,,,0,4.240,0.690,-0.560,0,,,,,0.000000,,,0,5888.00,106.00,-117.00,0,1.10,0.18,-0.15,0,0.97,0.07,-0.07,0,-0.100,0.150,-0.150,0,,,,,4.34,0.12,-0.12,0
Kepler-164 e,Kepler-164,1,4,0,94.88690200,0.00121600,-0.00121600,0,,,,0,,,,0,,,,,,,,0,6095.00,122.00,-122.00,0,1.02,,,0,1.14,,,0,,,,,0.113,,,0,4.48,,,0
Kepler-164 e,Kepler-164,1,4,0,94.88576800,0.00102500,-0.00102500,0,0.418200,,,0,3.790,2.040,-0.450,0,,,,,0.000000,,,0,6353.00,158.00,-207.00,0,1.14,0.61,-0.14,0,1.08,0.26,-0.11,0,-0.140,0.210,-0.300,0,,,,,4.36,0.08,-0.31,0
Kepler-164 e,Kepler-164,1,4,0,94.87800000,0.00085000,-0.00085000,0,0.427000,,,0,3.100,1.300,-1.300,0,,,,,0.000000,,,0,6361.00,97.00,-97.00,0,1.10,0.46,-0.46,0,1.15,0.12,-0.12,0,,,,0,,,,,4.42,0.30,-0.30,0
Kepler-164 e,Kepler-164,1,4,0,94.88576800,0.00102500,-0.00102500,0,0.418200,,,0,3.790,2.040,-0.450,0,,,,,0.000000,,,0,6353.00,158.00,-207.00,0,1.14,0.61,-0.14,0,1.08,0.26,-0.11,0,-0.140,0.210,-0.300,0,,,,,4.36,0.08,-0.31,0
Kepler-164 e,Kepler-164,1,4,0,94.88576800,0.00102500,-0.00102500,0,0.418200,,,0,3.790,2.040,-0.450,0,,,,,0.000000,,,0,6353.00,158.00,-207.00,0,1.14,0.61,-0.14,0,1.08,0.26,-0.11,0,-0.140,0.210,-0.300,0,,,,,4.36,0.08,-0.31,0
Kepler-164 e,Kepler-164,1,4,0,94.90049708,0.00005618,-0.00005618,0,,,,,,,,,,,,,,,,,6095.00,122.00,-122.00,0,1.02,,,0,1.14,,,0,,,,,0.113,,,0,4.48,,,0
Kepler-164 e,Kepler-164,1,4,0,94.88649750,,,0,,,,,4.002,,,0,,,,,,,,,5888.00,106.00,-117.00,0,1.10,0.18,-0.15,0,0.97,0.07,-0.07,0,-0.100,0.150,-0.150,0,,,,,4.34,0.12,-0.12,0
Kepler-172 b,Kepler-172,1,4,0,2.94030411,0.00000443,-0.00000443,0,0.038900,,,0,2.210,0.810,-0.300,0,,,,,0.000000,,,0,5583.00,164.00,-142.00,0,1.01,0.37,-0.14,0,0.90,0.11,-0.07,0,0.020,0.240,-0.260,0,,,,,4.39,0.12,-0.24,0
Kepler-172 b,Kepler-172,1,4,0,2.94028478,0.00000469,-0.00000469,0,,,,,,,,,,,,,,,,,5429.00,122.00,-122.00,0,1.09,,,0,0.95,,,0,,,,,-0.032,,,0,4.34,,,0
Kepler-172 b,Kepler-172,1,4,0,2.94030411,0.00000443,-0.00000443,0,0.038900,,,0,2.210,0.810,-0.300,0,,,,,0.000000,,,0,5583.00,164.00,-142.00,0,1.01,0.37,-0.14,0,0.90,0.11,-0.07,0,0.020,0.240,-0.260,0,,,,,4.39,0.12,-0.24,0
Kepler-172 b,Kepler-172,1,4,0,,,,,,,,,2.614,0.130,-0.333,0,,,,,,,,,5613.00,112.00,-112.00,0,1.06,0.05,-0.05,0,,,,,,,,,,,,,,,,
Kepler-172 b,Kepler-172,1,4,0,2.94030482,0.00000474,-0.00000474,0,0.039700,,,0,2.590,0.380,-0.270,0,,,,,0.000000,,,0,5527.00,111.00,-111.00,0,1.05,0.15,-0.11,0,0.96,0.06,-0.05,0,0.260,0.150,-0.150,0,,,,,4.38,0.10,-0.11,0
Kepler-172 b,Kepler-172,1,4,0,2.94032100,0.00001100,-0.00001100,0,0.038000,,,0,2.300,1.000,-1.000,0,,,,,0.000000,,,0,5540.00,99.00,,0,0.97,0.43,-0.43,0,0.85,0.08,-0.08,0,,,,0,,,,,4.39,0.30,-0.30,0
Kepler-172 b,Kepler-172,1,4,0,2.94030411,0.00000443,-0.00000443,0,0.038900,,,0,2.210,0.810,-0.300,0,,,,,0.000000,,,0,5583.00,164.00,-142.00,0,1.01,0.37,-0.14,0,0.90,0.11,-0.07,0,0.020,0.240,-0.260,0,,,,,4.39,0.12,-0.24,0
Kepler-172 b,Kepler-172,1,4,0,2.94030900,0.00000700,-0.00000700,0,0.040000,,,0,2.350,0.420,-0.420,0,,,,,,,,,5526.00,100.00,-100.00,0,1.08,0.19,-0.19,0,,,,,,,,,,,,,4.38,0.15,-0.15,0
Kepler-172 b,Kepler-172,1,4,0,2.94030482,0.00000474,-0.00000474,0,,,,0,,,,0,,,,,,,,0,5429.00,122.00,-122.00,0,1.09,,,0,0.95,,,0,,,,,-0.032,,,0,4.34,,,0
Kepler-172 b,Kepler-172,1,4,0,2.94030077,0.00000245,-0.00000245,0,,,,,,,,,,,,,,,,,5429.00,122.00,-122.00,0,1.09,,,0,0.95,,,0,,,,,-0.032,,,0,4.34,,,0
Kepler-172 b,Kepler-172,1,4,0,2.94030411,0.00000443,-0.00000443,0,,,,,2.260,0.270,-0.190,0,,,,,,,,,5599.00,58.93,-74.20,0,1.03,0.12,-0.09,0,1.00,0.04,-0.04,0,0.230,0.089,-0.101,0,,,,,4.41,0.08,-0.09,0
Kepler-172 c,Kepler-172,1,4,0,6.38900035,0.00000412,-0.00000412,0,,,,,,,,,,,,,,,,,5429.00,122.00,-122.00,0,1.09,,,0,0.95,,,0,,,,,-0.032,,,0,4.34,,,0
Kepler-172 c,Kepler-172,1,4,0,6.38894797,0.00001234,-0.00001234,0,,,,,,,,,,,,,,,,,5429.00,122.00,-122.00,0,1.09,,,0,0.95,,,0,,,,,-0.032,,,0,4.34,,,0
Kepler-172 c,Kepler-172,1,4,0,6.38901755,0.00001408,-0.00001408,0,0.065200,,,0,2.350,0.870,-0.320,0,,,,,0.000000,,,0,5583.00,164.00,-142.00,0,1.01,0.37,-0.14,0,0.90,0.11,-0.07,0,0.020,0.240,-0.260,0,,,,,4.39,0.12,-0.24,0
Kepler-172 c,Kepler-172,1,4,0,6.38901755,0.00001408,-0.00001408,0,0.065200,,,0,2.350,0.870,-0.320,0,,,,,0.000000,,,0,5583.00,164.00,-142.00,0,1.01,0.37,-0.14,0,0.90,0.11,-0.07,0,0.020,0.240,-0.260,0,,,,,4.39,0.12,-0.24,0
Kepler-172 c,Kepler-172,1,4,0,6.38899600,0.00002000,-0.00002000,0,0.068000,,,0,2.860,0.530,-0.530,0,,,,,,,,,5526.00,100.00,-100.00,0,1.08,0.19,-0.19,0,,,,,,,,,,,,,4.38,0.15,-0.15,0
Kepler-172 c,Kepler-172,1,4,0,,,,,,,,,2.917,0.151,-0.427,0,,,,,,,,,5613.00,112.00,-112.00,0,1.06,0.05,-0.05,0,,,,,,,,,,,,,,,,
Kepler-172 c,Kepler-172,1,4,0,6.38901755,0.00001408,-0.00001408,0,0.065200,,,0,2.350,0.870,-0.320,0,,,,,0.000000,,,0,5583.00,164.00,-142.00,0,1.01,0.37,-0.14,0,0.90,0.11,-0.07,0,0.020,0.240,-0.260,0,,,,,4.39,0.12,-0.24,0
Kepler-172 c,Kepler-172,1,4,0,6.38899658,0.00001397,-0.00001397,0,,,,0,,,,0,,,,,,,,0,5429.00,122.00,-122.00,0,1.09,,,0,0.95,,,0,,,,,-0.032,,,0,4.34,,,0
